-0.25000	0.00000	0.53674	0.50074	0.50074	0.45873	
-0.25000	52.63158	0.00000	1.00000	0.00057	0.00000	
-0.25000	105.26316	0.00031	1.00000	0.00000	0.00002	
-0.25000	157.89474	0.00045	1.00000	0.00000	0.00001	
-0.25000	210.52632	0.00009	1.00000	0.00007	0.00000	
-0.25000	263.15789	0.00002	1.00000	0.00006	0.00000	
-0.25000	315.78947	0.00002	1.00000	0.00006	0.00000	
-0.25000	368.42105	0.00002	1.00000	0.00006	0.00000	
-0.25000	421.05263	0.00031	1.00000	0.00000	0.00002	
-0.25000	473.68421	0.00031	1.00000	0.00000	0.00002	
-0.25000	526.31579	0.00031	1.00000	0.00000	0.00002	
-0.25000	578.94737	0.00031	1.00000	0.00000	0.00002	
-0.25000	631.57895	0.00031	1.00000	0.00000	0.00002	
-0.25000	684.21053	0.00031	1.00000	0.00000	0.00002	
-0.25000	736.84211	0.00031	1.00000	0.00000	0.00002	
-0.25000	789.47368	0.00031	1.00000	0.00000	0.00002	
-0.25000	842.10526	0.00031	1.00000	0.00000	0.00002	
-0.25000	894.73684	0.00031	1.00000	0.00000	0.00002	
-0.25000	947.36842	0.00031	1.00000	0.00000	0.00002	
-0.25000	1000.00000	0.00031	1.00000	0.00000	0.00002	
-0.22368	0.00000	0.56085	0.48816	0.48816	0.45700	
-0.22368	52.63158	0.00000	1.00000	0.00013	0.00000	
-0.22368	105.26316	0.00015	1.00000	0.00000	0.00000	
-0.22368	157.89474	0.00045	1.00000	0.00000	0.00002	
-0.22368	210.52632	0.00045	1.00000	0.00000	0.00000	
-0.22368	263.15789	0.00000	1.00000	0.00007	0.00000	
-0.22368	315.78947	0.00002	1.00000	0.00006	0.00000	
-0.22368	368.42105	0.00002	1.00000	0.00006	0.00000	
-0.22368	421.05263	0.00002	1.00000	0.00006	0.00000	
-0.22368	473.68421	0.00022	1.00000	0.00000	0.00000	
-0.22368	526.31579	0.00022	1.00000	0.00000	0.00000	
-0.22368	578.94737	0.00022	1.00000	0.00000	0.00000	
-0.22368	631.57895	0.00022	1.00000	0.00000	0.00000	
-0.22368	684.21053	0.00022	1.00000	0.00000	0.00000	
-0.22368	736.84211	0.00022	1.00000	0.00000	0.00000	
-0.22368	789.47368	0.00022	1.00000	0.00000	0.00000	
-0.22368	842.10526	0.00022	1.00000	0.00000	0.00000	
-0.22368	894.73684	0.00022	1.00000	0.00000	0.00000	
-0.22368	947.36842	0.00022	1.00000	0.00000	0.00000	
-0.22368	1000.00000	0.00022	1.00000	0.00000	0.00000	
-0.19737	0.00000	0.56401	0.48395	0.48395	0.46204	
-0.19737	52.63158	0.00000	1.00000	0.00032	0.00000	
-0.19737	105.26316	0.00010	1.00000	0.00000	0.00000	
-0.19737	157.89474	0.00022	1.00000	0.00000	0.00000	
-0.19737	210.52632	0.00045	1.00000	0.00000	0.00001	
-0.19737	263.15789	0.00009	1.00000	0.00000	0.00000	
-0.19737	315.78947	0.00000	1.00000	0.00007	0.00000	
-0.19737	368.42105	0.00002	1.00000	0.00006	0.00000	
-0.19737	421.05263	0.00002	1.00000	0.00006	0.00000	
-0.19737	473.68421	0.00002	1.00000	0.00006	0.00000	
-0.19737	526.31579	0.00015	1.00000	0.00000	0.00000	
-0.19737	578.94737	0.00015	1.00000	0.00000	0.00000	
