Date: do 28 mrt 2013, Material: Au, Temp: 4.2 K
AO1 - module gain: 1.0E+0, R_out: 0.0
AO2 - module gain: 1.0E+2
MUX1 - ADC gain: 4, logarithmic amplifier: D:\LabVIEW Data\Lithographic MCBJ\MED24_070412.TXT, R_in: 0.000
MUX2 - ADC gain: 4, linear amplifier: 1.000000 x 1e10 V/A, R_in: 1.000
Breaking trace: 15 0
Axis position: -884.788279
Vbias (V)	<I> and Ii MUX1 (A)	Vbias (V)	<I> and Ii MUX2 (A)
@
0.00000000E+0	-2.63993993E-10	-2.63993993E-10	0.00000000E+0	0.00000000E+0	0.00000000E+0
2.44140625E-3	5.06499009E-10	5.06499009E-10	2.44140625E-3	0.00000000E+0	0.00000000E+0
4.88281250E-3	1.44942003E-9	1.44942003E-9	4.88281250E-3	0.00000000E+0	0.00000000E+0
7.32421875E-3	2.37114994E-9	2.37114994E-9	7.32421875E-3	0.00000000E+0	0.00000000E+0
9.76562500E-3	3.27884009E-9	3.27884009E-9	9.76562500E-3	0.00000000E+0	0.00000000E+0
1.22070313E-2	4.26625002E-9	4.26625002E-9	1.22070313E-2	0.00000000E+0	0.00000000E+0
1.46484375E-2	5.35957012E-9	5.35957012E-9	1.46484375E-2	0.00000000E+0	0.00000000E+0
1.70898438E-2	6.39861009E-9	6.39861009E-9	1.70898438E-2	0.00000000E+0	0.00000000E+0
1.95312500E-2	7.46384021E-9	7.46384021E-9	1.95312500E-2	0.00000000E+0	0.00000000E+0
2.19726563E-2	8.45847037E-9	8.45847037E-9	2.19726563E-2	0.00000000E+0	0.00000000E+0
2.44140625E-2	9.48408996E-9	9.48408996E-9	2.44140625E-2	0.00000000E+0	0.00000000E+0
2.68554688E-2	1.06120002E-8	1.06120002E-8	2.68554688E-2	0.00000000E+0	0.00000000E+0
2.92968750E-2	1.16191998E-8	1.16191998E-8	2.92968750E-2	0.00000000E+0	0.00000000E+0
3.17382813E-2	1.27861002E-8	1.27861002E-8	3.17382813E-2	0.00000000E+0	0.00000000E+0
3.41796875E-2	1.39405003E-8	1.39405003E-8	3.41796875E-2	0.00000000E+0	0.00000000E+0
3.66210938E-2	1.50101993E-8	1.50101993E-8	3.66210938E-2	0.00000000E+0	0.00000000E+0
3.90625000E-2	1.61067000E-8	1.61067000E-8	3.90625000E-2	0.00000000E+0	0.00000000E+0
4.15039063E-2	1.69388006E-8	1.69388006E-8	4.15039063E-2	0.00000000E+0	0.00000000E+0
4.39453125E-2	1.83571007E-8	1.83571007E-8	4.39453125E-2	0.00000000E+0	0.00000000E+0
4.63867188E-2	1.56123008E-8	1.56123008E-8	4.63867188E-2	0.00000000E+0	0.00000000E+0
4.88281250E-2	1.52147006E-8	1.52147006E-8	4.88281250E-2	0.00000000E+0	0.00000000E+0
5.12695313E-2	1.39710998E-8	1.39710998E-8	5.12695313E-2	0.00000000E+0	0.00000000E+0
5.37109375E-2	1.24444997E-8	1.24444997E-8	5.37109375E-2	0.00000000E+0	0.00000000E+0
5.61523438E-2	1.12405001E-8	1.12405001E-8	5.61523438E-2	0.00000000E+0	0.00000000E+0
5.85937500E-2	1.04223004E-8	1.04223004E-8	5.85937500E-2	0.00000000E+0	0.00000000E+0
6.10351563E-2	9.64327995E-9	9.64327995E-9	6.10351563E-2	0.00000000E+0	0.00000000E+0
6.34765625E-2	9.28895982E-9	9.28895982E-9	6.34765625E-2	0.00000000E+0	0.00000000E+0
6.59179688E-2	8.94362984E-9	8.94362984E-9	6.59179688E-2	0.00000000E+0	0.00000000E+0
6.83593750E-2	8.75494965E-9	8.75494965E-9	6.83593750E-2	0.00000000E+0	0.00000000E+0
7.08007813E-2	8.56779980E-9	8.56779980E-9	7.08007813E-2	0.00000000E+0	0.00000000E+0
7.32421875E-2	8.50705995E-9	8.50705995E-9	7.32421875E-2	0.00000000E+0	0.00000000E+0
7.56835938E-2	8.45847037E-9	8.45847037E-9	7.56835938E-2	0.00000000E+0	0.00000000E+0
7.81250000E-2	8.41785042E-9	8.41785042E-9	7.81250000E-2	0.00000000E+0	0.00000000E+0
8.05664063E-2	8.42354009E-9	8.42354009E-9	8.05664063E-2	0.00000000E+0	0.00000000E+0
8.30078125E-2	8.36925018E-9	8.36925018E-9	8.30078125E-2	0.00000000E+0	0.00000000E+0
8.54492188E-2	8.39316971E-9	8.39316971E-9	8.54492188E-2	0.00000000E+0	0.00000000E+0
8.78906250E-2	8.47555004E-9	8.47555004E-9	8.78906250E-2	0.00000000E+0	0.00000000E+0
9.03320313E-2	8.50705995E-9	8.50705995E-9	9.03320313E-2	0.00000000E+0	0.00000000E+0
9.27734375E-2	8.56172022E-9	8.56172022E-9	9.27734375E-2	0.00000000E+0	0.00000000E+0
9.52148438E-2	8.65852989E-9	8.65852989E-9	9.52148438E-2	0.00000000E+0	0.00000000E+0
9.76562500E-2	8.72990036E-9	8.72990036E-9	9.76562500E-2	0.00000000E+0	0.00000000E+0
1.00097656E-1	8.82898021E-9	8.82898021E-9	1.00097656E-1	0.00000000E+0	0.00000000E+0
1.02539062E-1	8.96071040E-9	8.96071040E-9	1.02539062E-1	0.00000000E+0	0.00000000E+0
1.04980469E-1	9.04524011E-9	9.04524011E-9	1.04980469E-1	0.00000000E+0	0.00000000E+0
1.07421875E-1	9.18316978E-9	9.18316978E-9	1.07421875E-1	0.00000000E+0	0.00000000E+0
1.09863281E-1	9.32971034E-9	9.32971034E-9	1.09863281E-1	0.00000000E+0	0.00000000E+0
1.12304687E-1	9.48408996E-9	9.48408996E-9	1.12304687E-1	0.00000000E+0	0.00000000E+0
1.14746094E-1	9.64327995E-9	9.64327995E-9	1.14746094E-1	0.00000000E+0	0.00000000E+0
1.17187500E-1	9.83574999E-9	9.83574999E-9	1.17187500E-1	0.00000000E+0	0.00000000E+0
1.19628906E-1	1.00386002E-8	1.00386002E-8	1.19628906E-1	0.00000000E+0	0.00000000E+0
1.22070312E-1	1.02454001E-8	1.02454001E-8	1.22070312E-1	0.00000000E+0	0.00000000E+0
1.24511719E-1	1.04384998E-8	1.04384998E-8	1.24511719E-1	0.00000000E+0	0.00000000E+0
1.26953125E-1	1.06049001E-8	1.06049001E-8	1.26953125E-1	0.00000000E+0	0.00000000E+0
1.29394531E-1	1.07510001E-8	1.07510001E-8	1.29394531E-1	0.00000000E+0	0.00000000E+0
1.31835937E-1	1.09386002E-8	1.09386002E-8	1.31835937E-1	0.00000000E+0	0.00000000E+0
1.34277344E-1	1.11059002E-8	1.11059002E-8	1.34277344E-1	0.00000000E+0	0.00000000E+0
1.36718750E-1	1.12793996E-8	1.12793996E-8	1.36718750E-1	0.00000000E+0	0.00000000E+0
1.39160156E-1	1.14017000E-8	1.14017000E-8	1.39160156E-1	0.00000000E+0	0.00000000E+0
1.41601562E-1	1.15976997E-8	1.15976997E-8	1.41601562E-1	0.00000000E+0	0.00000000E+0
