-1.000000000e+00	-1.314959514e-03	1.000000000e-03	3.316601850e-01	6.646085387e-01
-9.797979798e-01	-5.462273582e-04	1.000000000e-03	3.316373517e-01	6.647367270e-01
-9.595959596e-01	-6.161139576e-04	1.000000000e-03	3.316164596e-01	6.648647322e-01
-9.393939394e-01	-1.336121146e-03	1.000000000e-03	3.315975625e-01	6.649930197e-01
-9.191919192e-01	-1.231636414e-03	1.000000000e-03	3.315807416e-01	6.651220668e-01
-8.989898990e-01	-6.456823783e-04	1.000000000e-03	3.315661248e-01	6.652523424e-01
-8.787878788e-01	-8.409717121e-04	1.000000000e-03	3.315539207e-01	6.653842633e-01
-8.585858586e-01	-1.352966445e-03	1.000000000e-03	3.315444678e-01	6.655181292e-01
-8.383838384e-01	-1.163248867e-03	1.000000000e-03	3.315382907e-01	6.656540510e-01
-8.181818182e-01	-8.179255654e-04	1.000000000e-03	3.315361466e-01	6.657919048e-01
-7.979797980e-01	-1.071191596e-03	1.000000000e-03	3.315390421e-01	6.659313456e-01
-7.777777778e-01	-1.333485484e-03	1.000000000e-03	3.315482142e-01	6.660718942e-01
-7.575757576e-01	-1.149176882e-03	1.000000000e-03	3.315650910e-01	6.662130694e-01
-7.373737374e-01	-1.066353062e-03	1.000000000e-03	3.315912670e-01	6.663545114e-01
-7.171717172e-01	-1.274519084e-03	1.000000000e-03	3.316285238e-01	6.664960488e-01
-6.969696970e-01	-1.302730546e-03	1.000000000e-03	3.316789099e-01	6.666377008e-01
-6.767676768e-01	-1.245922767e-03	1.000000000e-03	3.317448774e-01	6.667796319e-01
-6.565656566e-01	-1.372071049e-03	1.000000000e-03	3.318294717e-01	6.669220931e-01
-6.363636364e-01	-1.412334948e-03	1.000000000e-03	3.319365823e-01	6.670653691e-01
-6.161616162e-01	-1.345543859e-03	1.000000000e-03	3.320712824e-01	6.672097425e-01
-5.959595960e-01	-1.520876631e-03	1.000000000e-03	3.322403123e-01	6.673554729e-01
-5.757575758e-01	-1.634798262e-03	1.000000000e-03	3.324528011e-01	6.675027859e-01
-5.555555556e-01	-1.525364198e-03	1.000000000e-03	3.327213943e-01	6.676518634e-01
-5.353535354e-01	-1.707064797e-03	1.000000000e-03	3.330640895e-01	6.678028250e-01
-5.151515152e-01	-1.816355700e-03	1.000000000e-03	3.335073565e-01	6.679556871e-01
-4.949494949e-01	-1.806737107e-03	1.000000000e-03	3.340917057e-01	6.681103011e-01
-4.747474747e-01	-2.239554083e-03	1.000000000e-03	3.348822329e-01	6.682663273e-01
-4.545454545e-01	-1.913857494e-03	1.000000000e-03	3.359901301e-01	6.684235676e-01
-4.343434343e-01	-2.502346337e-03	1.000000000e-03	3.376211116e-01	6.685840719e-01
-4.141414141e-01	-3.002575507e-03	1.000000000e-03	3.402000643e-01	6.687627093e-01
-3.939393939e-01	-3.455929509e-03	1.000000000e-03	3.447592094e-01	6.690445086e-01
-3.737373737e-01	-3.598805684e-03	1.000000000e-03	3.545666206e-01	6.699415389e-01
-3.535353535e-01	-1.567239916e-03	1.000000000e-03	3.876213970e-01	6.691766198e-01
-3.333333333e-01	-2.366954518e-04	1.000000000e-03	5.050216018e-01	6.367482979e-01
-3.131313131e-01	-4.122955830e-04	1.000000000e-03	5.543066374e-01	6.208607681e-01
-2.929292929e-01	-6.382935931e-04	1.000000000e-03	5.674694628e-01	6.156828199e-01
-2.727272727e-01	-9.751422142e-04	1.000000000e-03	5.729126979e-01	6.132534748e-01
-2.525252525e-01	-1.147230026e-03	1.000000000e-03	5.755735976e-01	6.120333552e-01
-2.323232323e-01	-1.166086795e-03	1.000000000e-03	5.768666528e-01	6.115107562e-01
-2.121212121e-01	-1.291970303e-03	1.000000000e-03	5.773272873e-01	6.114660964e-01
-1.919191919e-01	-1.518344492e-03	1.000000000e-03	5.771816156e-01	6.117998245e-01
-1.717171717e-01	-1.610959685e-03	1.000000000e-03	5.765154320e-01	6.124757465e-01
-1.515151515e-01	-1.675875187e-03	1.000000000e-03	5.753329861e-01	6.134993987e-01
-1.313131313e-01	-1.876479195e-03	1.000000000e-03	5.735775788e-01	6.149096047e-01
-1.111111111e-01	-1.887062389e-03	1.000000000e-03	5.711398002e-01	6.167727797e-01
-9.090909091e-02	-1.663640751e-03	1.000000000e-03	5.678767486e-01	6.191642834e-01
-7.070707071e-02	-1.492714976e-03	1.000000000e-03	5.636977041e-01	6.220872614e-01
-5.050505051e-02	-1.207625060e-03	1.000000000e-03	5.588754602e-01	6.251356960e-01
-3.030303030e-02	-1.000091010e-03	1.000000000e-03	5.551219809e-01	6.259021255e-01
-1.010101010e-02	-7.496413060e-04	1.000000000e-03	5.616578110e-01	6.088207881e-01
1.010101010e-02	7.496413060e-04	1.000000000e-03	6.088207881e-01	5.616578110e-01
3.030303030e-02	1.000091010e-03	1.000000000e-03	6.259021255e-01	5.551219809e-01
5.050505051e-02	1.207625060e-03	1.000000000e-03	6.251356960e-01	5.588754602e-01
7.070707071e-02	1.492714976e-03	1.000000000e-03	6.220872614e-01	5.636977041e-01
9.090909091e-02	1.663640751e-03	1.000000000e-03	6.191642834e-01	5.678767486e-01
1.111111111e-01	1.887062389e-03	1.000000000e-03	6.167727797e-01	5.711398002e-01
1.313131313e-01	1.876479195e-03	1.000000000e-03	6.149096047e-01	5.735775788e-01
1.515151515e-01	1.675875187e-03	1.000000000e-03	6.134993987e-01	5.753329861e-01
1.717171717e-01	1.610959685e-03	1.000000000e-03	6.124757465e-01	5.765154320e-01
1.919191919e-01	1.518344492e-03	1.000000000e-03	6.117998245e-01	5.771816156e-01
2.121212121e-01	1.291970303e-03	1.000000000e-03	6.114660964e-01	5.773272873e-01
2.323232323e-01	1.166086795e-03	1.000000000e-03	6.115107562e-01	5.768666528e-01
2.525252525e-01	1.147230026e-03	1.000000000e-03	6.120333552e-01	5.755735976e-01
2.727272727e-01	9.751422142e-04	1.000000000e-03	6.132534748e-01	5.729126979e-01
2.929292929e-01	6.382935931e-04	1.000000000e-03	6.156828199e-01	5.674694628e-01
3.131313131e-01	4.122955830e-04	1.000000000e-03	6.208607681e-01	5.543066374e-01
3.333333333e-01	2.366954518e-04	1.000000000e-03	6.367482979e-01	5.050216018e-01
3.535353535e-01	1.567239916e-03	1.000000000e-03	6.691766198e-01	3.876213970e-01
3.737373737e-01	3.598805684e-03	1.000000000e-03	6.699415389e-01	3.545666206e-01
3.939393939e-01	3.455929509e-03	1.000000000e-03	6.690445086e-01	3.447592094e-01
4.141414141e-01	3.002575507e-03	1.000000000e-03	6.687627093e-01	3.402000643e-01
4.343434343e-01	2.502346337e-03	1.000000000e-03	6.685840719e-01	3.376211116e-01
4.545454545e-01	1.913857494e-03	1.000000000e-03	6.684235676e-01	3.359901301e-01
4.747474747e-01	2.239554083e-03	1.000000000e-03	6.682663273e-01	3.348822329e-01
4.949494949e-01	1.806737107e-03	1.000000000e-03	6.681103011e-01	3.340917057e-01
5.151515152e-01	1.816355700e-03	1.000000000e-03	6.679556871e-01	3.335073565e-01
5.353535354e-01	1.707064797e-03	1.000000000e-03	6.678028250e-01	3.330640895e-01
5.555555556e-01	1.525364198e-03	1.000000000e-03	6.676518634e-01	3.327213943e-01
5.757575758e-01	1.634798262e-03	1.000000000e-03	6.675027859e-01	3.324528011e-01
5.959595960e-01	1.520876631e-03	1.000000000e-03	6.673554729e-01	3.322403123e-01
6.161616162e-01	1.345543859e-03	1.000000000e-03	6.672097425e-01	3.320712824e-01
6.363636364e-01	1.412334948e-03	1.000000000e-03	6.670653691e-01	3.319365823e-01
6.565656566e-01	1.372071049e-03	1.000000000e-03	6.669220931e-01	3.318294717e-01
6.767676768e-01	1.245922767e-03	1.000000000e-03	6.667796319e-01	3.317448774e-01
6.969696970e-01	1.302730546e-03	1.000000000e-03	6.666377008e-01	3.316789099e-01
7.171717172e-01	1.274519084e-03	1.000000000e-03	6.664960488e-01	3.316285238e-01
7.373737374e-01	1.066353062e-03	1.000000000e-03	6.663545114e-01	3.315912670e-01
7.575757576e-01	1.149176882e-03	1.000000000e-03	6.662130694e-01	3.315650910e-01
7.777777778e-01	1.333485484e-03	1.000000000e-03	6.660718942e-01	3.315482142e-01
7.979797980e-01	1.071191596e-03	1.000000000e-03	6.659313456e-01	3.315390421e-01
8.181818182e-01	8.179255654e-04	1.000000000e-03	6.657919048e-01	3.315361466e-01
8.383838384e-01	1.163248867e-03	1.000000000e-03	6.656540510e-01	3.315382907e-01
8.585858586e-01	1.352966445e-03	1.000000000e-03	6.655181292e-01	3.315444678e-01
8.787878788e-01	8.409717121e-04	1.000000000e-03	6.653842633e-01	3.315539207e-01
8.989898990e-01	6.456823783e-04	1.000000000e-03	6.652523424e-01	3.315661248e-01
9.191919192e-01	1.231636414e-03	1.000000000e-03	6.651220668e-01	3.315807416e-01
9.393939394e-01	1.336121146e-03	1.000000000e-03	6.649930197e-01	3.315975625e-01
9.595959596e-01	6.161139576e-04	1.000000000e-03	6.648647322e-01	3.316164596e-01
9.797979798e-01	5.462273582e-04	1.000000000e-03	6.647367270e-01	3.316373517e-01
1.000000000e+00	1.314959514e-03	1.000000000e-03	6.646085387e-01	3.316601850e-01
