1.000000000e-04	3.333333333e+04	5.848517590e+00
1.059560179e-04	3.145959426e+04	5.848517590e+00
1.122667774e-04	2.969118213e+04	5.848517590e+00
1.189534067e-04	2.802217629e+04	5.848517590e+00
1.260382930e-04	2.644698889e+04	5.848517590e+00
1.335451563e-04	2.496034619e+04	5.848517590e+00
1.414991297e-04	2.355727091e+04	5.848517590e+00
1.499268433e-04	2.223306554e+04	5.848517590e+00
1.588565129e-04	2.098329663e+04	5.848517590e+00
1.683180353e-04	1.980377995e+04	5.848517590e+00
1.783430877e-04	1.869056646e+04	5.848517590e+00
1.889652340e-04	1.763992912e+04	5.848517590e+00
2.002200372e-04	1.664835039e+04	5.848517590e+00
2.121451785e-04	1.571251045e+04	5.848517590e+00
2.247805834e-04	1.482927610e+04	5.848517590e+00
2.381685552e-04	1.399569028e+04	5.848517590e+00
2.523539170e-04	1.320896213e+04	5.848517589e+00
2.673841616e-04	1.246645767e+04	5.848517588e+00
2.833096102e-04	1.176569101e+04	5.848517585e+00
3.001835814e-04	1.110431596e+04	5.848517580e+00
3.180625693e-04	1.048011824e+04	5.848517571e+00
3.370064329e-04	9.891008027e+03	5.848517556e+00
3.570785965e-04	9.335012981e+03	5.848517531e+00
3.783462617e-04	8.810271623e+03	5.848517490e+00
4.008806329e-04	8.315027117e+03	5.848517425e+00
4.247571553e-04	7.847621381e+03	5.848517327e+00
4.500557676e-04	7.406489536e+03	5.848517181e+00
4.768611698e-04	6.990154671e+03	5.848516971e+00
5.052631065e-04	6.597222893e+03	5.848516672e+00
5.353566677e-04	6.226378663e+03	5.848516261e+00
5.672426068e-04	5.876380394e+03	5.848515706e+00
6.010276782e-04	5.546056287e+03	5.848514971e+00
6.368249945e-04	5.234300416e+03	5.848514017e+00
6.747544053e-04	4.940069019e+03	5.848512804e+00
7.149428987e-04	4.662377009e+03	5.848511284e+00
7.575250259e-04	4.400294669e+03	5.848509416e+00
8.026433522e-04	4.152944548e+03	5.848507155e+00
8.504489342e-04	3.919498514e+03	5.848504458e+00
9.011018252e-04	3.699174988e+03	5.848501287e+00
9.547716114e-04	3.491236327e+03	5.848497610e+00
1.011637980e-03	3.294986349e+03	5.848493398e+00
1.071891319e-03	3.109768009e+03	5.848488628e+00
1.135733358e-03	2.934961194e+03	5.848483281e+00
1.203377841e-03	2.769980650e+03	5.848477343e+00
1.275051241e-03	2.614274020e+03	5.848470800e+00
1.350993521e-03	2.467319999e+03	5.848463637e+00
1.431458938e-03	2.328626582e+03	5.848455835e+00
1.516716888e-03	2.197729424e+03	5.848447365e+00
1.607052818e-03	2.074190279e+03	5.848438190e+00
1.702769172e-03	1.957595538e+03	5.848428254e+00
1.804186409e-03	1.847554840e+03	5.848417485e+00
1.911644075e-03	1.743699769e+03	5.848405787e+00
2.025501939e-03	1.645682618e+03	5.848393043e+00
2.146141198e-03	1.553175223e+03	5.848379105e+00
2.273965752e-03	1.465867870e+03	5.848363801e+00
2.409403560e-03	1.383468253e+03	5.848346926e+00
2.552908068e-03	1.305700497e+03	5.848328245e+00
2.704959730e-03	1.232304236e+03	5.848307489e+00
2.866067617e-03	1.163033738e+03	5.848284356e+00
3.036771118e-03	1.097657085e+03	5.848258504e+00
3.217641750e-03	1.035955396e+03	5.848229550e+00
3.409285070e-03	9.777220928e+02	5.848197066e+00
3.612342700e-03	9.227622101e+02	5.848160571e+00
3.827494479e-03	8.708917419e+02	5.848119526e+00
4.055460736e-03	8.219370253e+02	5.848073322e+00
4.297004704e-03	7.757341597e+02	5.848021269e+00
4.552935075e-03	7.321284575e+02	5.847962587e+00
4.824108704e-03	6.909739265e+02	5.847896384e+00
5.111433483e-03	6.521327812e+02	5.847821643e+00
5.415871378e-03	6.154749810e+02	5.847737196e+00
5.738441648e-03	5.808777953e+02	5.847641699e+00
6.080224262e-03	5.482253927e+02	5.847533601e+00
6.442363509e-03	5.174084525e+02	5.847411105e+00
6.826071834e-03	4.883237994e+02	5.847272121e+00
7.232633896e-03	4.608740579e+02	5.847114213e+00
7.663410868e-03	4.349673260e+02	5.846934533e+00
8.119844993e-03	4.105168678e+02	5.846729741e+00
8.603464417e-03	3.874408229e+02	5.846495915e+00
9.115888300e-03	3.656619326e+02	5.846228450e+00
9.658832241e-03	3.451072811e+02	5.845921932e+00
1.023411402e-02	3.257080512e+02	5.845570021e+00
1.084365969e-02	3.073992941e+02	5.845165306e+00
1.148951000e-02	2.901197120e+02	5.844699175e+00
1.217382728e-02	2.738114528e+02	5.844161687e+00
1.289890261e-02	2.584199163e+02	5.843541458e+00
1.366716356e-02	2.438935714e+02	5.842825593e+00
1.448118228e-02	2.301837840e+02	5.841999647e+00
1.534368409e-02	2.172446535e+02	5.841047666e+00
1.625755666e-02	2.050328596e+02	5.839952294e+00
1.722585965e-02	1.935075172e+02	5.838694975e+00
1.825183494e-02	1.826300393e+02	5.837256258e+00
1.933891750e-02	1.723640081e+02	5.835616205e+00
2.049074690e-02	1.626750528e+02	5.833754892e+00
2.171117946e-02	1.535307347e+02	5.831653022e+00
2.300430120e-02	1.449004386e+02	5.829292583e+00
2.437444150e-02	1.367552702e+02	5.826657571e+00
2.582618761e-02	1.290679594e+02	5.823734716e+00
2.736439997e-02	1.218127690e+02	5.820514167e+00
2.899422854e-02	1.149654087e+02	5.816990126e+00
3.072112999e-02	1.085029533e+02	5.813161344e+00
3.255088600e-02	1.024037666e+02	5.809031486e+00
3.448962260e-02	9.664742846e+01	5.804609309e+00
3.654383071e-02	9.121466657e+01	5.799908641e+00
3.872038782e-02	8.608729202e+01	5.794948171e+00
4.102658106e-02	8.124813834e+01	5.789751036e+00
4.347013158e-02	7.668100399e+01	5.784344248e+00
4.605922041e-02	7.237059819e+01	5.778757977e+00
4.880251584e-02	6.830248966e+01	5.773024745e+00
5.170920243e-02	6.446305835e+01	5.767178553e+00
5.478901180e-02	6.083944981e+01	5.761254017e+00
5.805225516e-02	5.741953218e+01	5.755285517e+00
6.150985789e-02	5.419185555e+01	5.749306420e+00
6.517339605e-02	5.114561363e+01	5.743348389e+00
6.905513520e-02	4.827060759e+01	5.737440789e+00
7.316807143e-02	4.555721188e+01	5.731610200e+00
7.752597489e-02	4.299634204e+01	5.725880019e+00
8.214343585e-02	4.057942426e+01	5.720270122e+00
8.703591361e-02	3.829836667e+01	5.714796574e+00
9.221978823e-02	3.614553229e+01	5.709471319e+00
9.771241535e-02	3.411371340e+01	5.704301834e+00
1.035321843e-01	3.219610747e+01	5.699290684e+00
1.096985798e-01	3.038629433e+01	5.694434970e+00
1.162322469e-01	2.867821472e+01	5.689725640e+00
1.231550603e-01	2.706614998e+01	5.685146690e+00
1.304901978e-01	2.554470289e+01	5.680674288e+00
1.382622174e-01	2.410877965e+01	5.676275910e+00
1.464971398e-01	2.275357278e+01	5.671909583e+00
1.552225357e-01	2.147454503e+01	5.667523391e+00
1.644676178e-01	2.026741421e+01	5.663055392e+00
1.742633386e-01	1.912813883e+01	5.658434114e+00
1.846424943e-01	1.805290459e+01	5.653579774e+00
1.956398344e-01	1.703811161e+01	5.648406356e+00
2.072921780e-01	1.608036235e+01	5.642824586e+00
2.196385372e-01	1.517645025e+01	5.636745807e+00
