1.000000000e-04	3.333333333e+04	1.843614064e-01
1.059560179e-04	3.145959426e+04	1.843614064e-01
1.122667774e-04	2.969118213e+04	1.843614064e-01
1.189534067e-04	2.802217629e+04	1.843614064e-01
1.260382930e-04	2.644698889e+04	1.843614064e-01
1.335451563e-04	2.496034619e+04	1.843614064e-01
1.414991297e-04	2.355727091e+04	1.843614064e-01
1.499268433e-04	2.223306554e+04	1.843614064e-01
1.588565129e-04	2.098329663e+04	1.843614064e-01
1.683180353e-04	1.980377995e+04	1.843614064e-01
1.783430877e-04	1.869056646e+04	1.843614064e-01
1.889652340e-04	1.763992912e+04	1.843614064e-01
2.002200372e-04	1.664835039e+04	1.843614064e-01
2.121451785e-04	1.571251045e+04	1.843614064e-01
2.247805834e-04	1.482927610e+04	1.843614064e-01
2.381685552e-04	1.399569028e+04	1.843614064e-01
2.523539170e-04	1.320896213e+04	1.843614063e-01
2.673841616e-04	1.246645767e+04	1.843614062e-01
2.833096102e-04	1.176569101e+04	1.843614060e-01
3.001835814e-04	1.110431596e+04	1.843614058e-01
3.180625693e-04	1.048011824e+04	1.843614053e-01
3.370064329e-04	9.891008027e+03	1.843614045e-01
3.570785965e-04	9.335012981e+03	1.843614031e-01
3.783462617e-04	8.810271623e+03	1.843614008e-01
4.008806329e-04	8.315027117e+03	1.843613973e-01
4.247571553e-04	7.847621381e+03	1.843613919e-01
4.500557676e-04	7.406489536e+03	1.843613839e-01
4.768611698e-04	6.990154671e+03	1.843613723e-01
5.052631065e-04	6.597222893e+03	1.843613560e-01
5.353566677e-04	6.226378663e+03	1.843613334e-01
5.672426068e-04	5.876380394e+03	1.843613028e-01
6.010276782e-04	5.546056287e+03	1.843612625e-01
6.368249945e-04	5.234300416e+03	1.843612101e-01
6.747544053e-04	4.940069019e+03	1.843611434e-01
7.149428987e-04	4.662377009e+03	1.843610601e-01
7.575250259e-04	4.400294669e+03	1.843609575e-01
8.026433522e-04	4.152944548e+03	1.843608332e-01
8.504489342e-04	3.919498514e+03	1.843606851e-01
9.011018252e-04	3.699174988e+03	1.843605110e-01
9.547716114e-04	3.491236327e+03	1.843603091e-01
1.011637980e-03	3.294986349e+03	1.843600778e-01
1.071891319e-03	3.109768009e+03	1.843598157e-01
1.135733358e-03	2.934961194e+03	1.843595221e-01
1.203377841e-03	2.769980650e+03	1.843591960e-01
1.275051241e-03	2.614274020e+03	1.843588366e-01
1.350993521e-03	2.467319999e+03	1.843584432e-01
1.431458938e-03	2.328626582e+03	1.843580147e-01
1.516716888e-03	2.197729424e+03	1.843575496e-01
1.607052818e-03	2.074190279e+03	1.843570456e-01
1.702769172e-03	1.957595538e+03	1.843564999e-01
1.804186409e-03	1.847554840e+03	1.843559084e-01
1.911644075e-03	1.743699769e+03	1.843552658e-01
2.025501939e-03	1.645682618e+03	1.843545658e-01
2.146141198e-03	1.553175223e+03	1.843538002e-01
